20221101-231108,4,6,0.22168286506473495,0.26937803594992
20221101-231035,4,4,0.1830269438218815,0.22673950922794361
20221101-234640,4,8,0.2333282630846149,0.28278614756196474
20221102-002836,4,10,0.23223672368601908,0.2827073773378426
20221102-004937,4,20,0.26965663003296136,0.33283858243949715
20221102-020701,4,40,0.30848738075305626,0.3818607394492363
20221102-012924,4,30,0.2843956094695535,0.3532037899819401
20221102-025017,4,60,0.31464191970081823,0.3940223622088549
20221102-034230,4,80,0.29756413966994016,0.367964429882384
20221102-051927,6,4,0.20161512102617385,0.24475106112026745
20221102-045630,4,100,0.3262972575075077,0.40772531629414044
20221102-065431,6,8,0.22004549548524469,0.26704297681746736
20221102-062618,6,6,0.2190970830302518,0.2662806883184143
20221102-074300,6,10,0.2454713646907859,0.30270410522082647
20221102-075141,6,20,0.26794780309551136,0.3289579256125178
20221102-085404,6,30,0.28854889596025624,0.3585705729527044
20221102-085758,6,40,0.2955480862370674,0.3653818766159993
20221102-102540,6,80,0.32265742530607455,0.401044043204404
20221102-102258,6,60,0.3194362224483161,0.39880447066507424
20221102-123522,8,4,0.19571231102909095,0.23870999627338366
20221102-120208,6,100,0.3279230749031911,0.4099455564761606
20221102-140417,8,8,0.2267219422796259,0.27807292203168377
20221102-131730,8,6,0.21401087594675713,0.2596693697175145
20221102-145510,8,20,0.2578773143465493,0.31568393107643405
20221102-141629,8,10,0.2382856967541148,0.29014014153891315
20221102-160148,8,40,0.3090292844374796,0.38303329579875367
20221102-152653,8,30,0.2868725219028507,0.3552236306399778
20221102-172232,8,60,0.3195401634945217,0.3984644199300423
20221102-174308,8,80,0.3241962159127165,0.4031759689239253
20221102-195116,10,4,0.2036248698968594,0.2486376123245964
20221102-192017,8,100,0.3029826681813238,0.37402948873097586
20221102-204529,10,8,0.2257799302768744,0.2733565814558677
20221102-204139,10,6,0.21445337373879317,0.2604978726580099
20221102-214204,10,20,0.2624988392956797,0.32266792411875667
20221102-213241,10,10,0.2308369988172051,0.28178592859911167
20221102-224948,10,40,0.31089909606922295,0.38587201972089924
20221102-222939,10,30,0.2844583118782408,0.35378123845880677
20221102-235458,10,60,0.3144599281717735,0.39064356381049514
20221103-003737,10,80,0.3249190485839173,0.4048538010084199
20221103-023819,20,4,0.20067707475958768,0.24621991508490393
20221103-021223,10,100,0.3206389144591893,0.40006465204438313
20221103-032354,20,6,0.22679942264240135,0.27716700986446013
20221103-041539,20,8,0.22171376921381586,0.26675750274023197
20221103-043636,20,10,0.23329931385552818,0.2849365503241924
20221103-050304,20,20,0.26344196327088204,0.3238741935787049
20221103-053311,20,30,0.2784079563944462,0.34575530596449094
20221103-061252,20,40,0.30159859232654684,0.37499845447108476
20221103-074437,20,80,0.3257427536371298,0.4064104087277972
20221103-065825,20,60,0.3113787949100361,0.3868484760365939
20221103-090647,20,100,0.33047198680529116,0.4130877038762748
20221103-095853,30,4,0.2052351744958172,0.25109994866444124
20221103-105442,30,6,0.22920147769439697,0.27904345391354624
20221103-112412,30,8,0.24018663220650258,0.29297560419438884
20221103-123520,30,20,0.25261630653063644,0.30893767007719425
20221103-115901,30,10,0.2349095271311014,0.28689579114758984
20221103-133945,30,40,0.2815242840811663,0.3472838481166195
20221103-130400,30,30,0.29099335710506935,0.36049228858011045
20221103-143231,30,60,0.3027414354133584,0.3759151042129108
20221103-150047,30,80,0.3275470276854561,0.40963956753732134
20221103-162658,30,100,0.3404514074775611,0.4242580083676148
20221103-171426,40,4,0.21237101234874475,0.2591172657507068
20221103-184021,40,8,0.23796054989510948,0.29251291621600284
20221103-183325,40,6,0.22762171799142536,0.2779655624938626
20221103-195259,40,20,0.25897471984621134,0.318145395004494
20221103-194007,40,10,0.23712755599043644,0.29146575346523057
20221103-205754,40,30,0.2845163832932678,0.35246397299215654
20221103-210111,40,40,0.2966278784454794,0.36765026529950634
20221103-224025,40,80,0.3259310148477893,0.4057027558180796
20221103-222818,40,60,0.3093843356921258,0.3864203729547962
20221104-010951,60,4,0.20745680351082238,0.2583181863227293
20221104-000826,40,100,0.3280803503403008,0.4089881905750522
20221104-023642,60,8,0.24575324131054088,0.3010176843617169
20221104-020942,60,6,0.23938152420371037,0.292676704758861
20221104-034407,60,10,0.24347068896353424,0.29972939423803796
20221104-040321,60,20,0.273709860616714,0.337650750797625
20221104-053952,60,40,0.30092074094951815,0.37502441813699267
20221104-050229,60,30,0.29043046046847937,0.36076569896279154
20221104-075216,60,80,0.3342230594409603,0.41992260797810477
20221104-070523,60,60,0.3101598528591906,0.3875907694999411
20221104-101605,80,4,0.21266368989310336,0.26113270564359037
20221104-090818,60,100,0.33550480003984556,0.41763583707400287
20221104-120558,80,8,0.2527316259506873,0.30916871612155516
20221104-115517,80,6,0.24235089925380388,0.2983879015047278
20221104-133109,80,10,0.2536852228556917,0.31368040071358066
20221104-133314,80,20,0.27443927776154337,0.33987794629374374
20221104-145420,80,30,0.2740779710854886,0.33921045760230667
20221104-152335,80,40,0.3021873657294709,0.37693245489473926
20221104-162422,80,60,0.29864715108433937,0.37138983783929785
20221104-172357,80,80,0.31479181668627976,0.39607541525582185
20221104-175700,80,100,0.324108448813776,0.40832304784604123
20221104-195518,100,4,0.22455009639834425,0.2785549673068983
20221104-203851,100,6,0.24353463618914378,0.3002970635419516
20221104-212851,100,8,0.2360572033268183,0.29338692836276803
20221104-222741,100,10,0.2526583902347833,0.3098476923458651
20221104-224442,100,20,0.27371102171783634,0.3378973984401811
20221105-001333,100,30,0.2774283569116608,0.34580940613935346
20221105-001525,100,40,0.29623197945132546,0.36781939533437574
20221105-015312,100,60,0.3061096786611213,0.3800373631957309
